BASIN_HUC BASIN_ID Runoff(mm_day-1) Precip(mm_day-1) PET(mm_day-1) Temp(oC)
17 14400000 7.900 7.842 2.687 9.926
18 10258000 0.275 0.681 3.646 15.833
18 10258500 0.056 0.564 3.730 15.503
18 10259000 0.348 0.529 3.577 17.384
18 10259200 0.071 0.473 3.453 16.540
18 10263500 0.738 0.868 3.525 13.290
18 11098000 0.624 1.762 3.471 15.764
18 11124500 0.314 1.985 3.822 14.310
18 11141280 0.464 1.656 3.420 14.809
18 11143000 2.064 2.523 3.191 11.453
18 11148900 0.979 1.607 3.443 15.324
18 11151300 0.064 1.232 4.406 16.027
18 11162500 0.923 2.427 4.184 13.432
18 11176400 0.286 1.335 3.393 14.064
18 11180500 0.306 1.293 3.323 15.518
18 11180960 0.510 1.492 3.243 14.883
18 11224500 0.070 1.033 3.971 15.459
18 11230500 1.766 2.483 2.758 1.047
18 11237500 1.897 2.941 2.897 5.804
18 11253310 0.068 0.810 3.516 16.503
18 11264500 1.959 2.687 2.811 3.282
18 11266500 1.969 2.772 2.880 4.341
18 11274500 0.139 0.946 3.350 16.457
18 11274630 0.112 0.976 3.515 15.867
18 11284400 0.569 2.695 3.799 13.993
18 11299600 0.607 1.751 4.091 16.430
18 11381500 2.241 3.609 3.094 10.517
18 11383500 1.523 3.618 3.696 10.802
18 11451100 1.828 2.406 3.035 12.167
18 11468500 1.854 3.360 3.003 12.804
18 11473900 1.918 3.897 3.951 10.902
18 11475560 3.648 4.624 3.013 11.831
18 11476600 3.833 4.563 2.824 10.592
18 11478500 3.508 4.174 2.883 10.728
18 11480390 2.335 4.092 2.899 10.375
18 11481200 3.138 4.317 2.878 11.589
18 11482500 3.280 4.812 2.741 11.064
18 11522500 2.263 3.729 2.837 8.819
18 11523200 2.631 3.207 2.818 7.419
18 11528700 1.671 3.358 2.982 10.716
18 11532500 5.609 7.227 2.717 8.859
