BASIN_HUC BASIN_ID Runoff(mm_day-1) Precip(mm_day-1) PET(mm_day-1) Temp(oC)
18 10258000 0.256 1.119 3.356 13.945
18 10258500 0.050 0.833 3.139 15.524
18 10259000 0.322 1.061 3.115 14.260
18 10259200 0.063 0.660 3.309 15.483
18 10263500 0.693 1.299 3.126 13.292
18 11098000 0.591 1.915 3.727 14.806
18 11124500 0.286 1.885 3.176 13.049
18 11141280 0.425 1.809 2.746 13.566
18 11143000 2.003 2.704 2.568 10.620
18 11148900 0.932 2.190 2.653 12.178
18 11151300 0.058 1.284 3.464 13.775
18 11162500 0.859 2.620 3.433 12.622
18 11176400 0.257 1.481 3.087 12.724
18 11180500 0.282 1.468 2.687 14.497
18 11180960 0.469 1.626 2.657 14.500
18 11224500 0.062 1.240 3.419 13.589
18 11230500 1.710 2.000 3.091 1.593
18 11237500 1.847 2.859 2.928 5.902
18 11253310 0.062 1.108 2.981 14.258
18 11264500 1.917 2.614 3.019 3.891
18 11266500 1.933 2.688 3.051 4.752
18 11274500 0.129 1.191 2.739 14.643
18 11274630 0.100 1.241 2.731 14.273
18 11284400 0.533 2.750 3.352 12.947
18 11299600 0.560 1.978 3.475 15.457
18 11381500 2.185 3.535 3.458 10.169
18 11383500 1.474 3.591 3.709 10.419
18 11451100 1.713 2.969 2.595 11.472
18 11468500 1.746 3.585 2.733 12.639
18 11473900 1.853 3.731 2.757 9.823
18 11475560 3.500 5.226 2.827 9.699
18 11476600 3.667 4.886 2.323 10.368
18 11478500 3.401 4.704 2.501 8.858
18 11480390 2.229 4.121 3.397 9.029
18 11481200 3.032 4.361 2.504 10.731
18 11482500 3.176 4.600 2.453 9.694
18 11522500 2.215 3.198 2.952 7.981
18 11523200 2.577 2.843 2.561 6.800
18 11528700 1.573 3.811 3.558 8.723
18 11532500 5.573 5.695 2.318 9.323
