BASIN_HUC BASIN_ID Runoff(mm_day-1) Precip(mm_day-1) PET(mm_day-1) Temp(oC)
17 14400000 7.900 8.778 2.500 9.144
18 10258000 0.275 0.958 4.025 15.824
18 10258500 0.056 0.729 3.538 15.797
18 10259000 0.348 0.704 3.689 17.502
18 10259200 0.071 0.648 3.735 16.617
18 10263500 0.738 0.957 3.472 13.058
18 11098000 0.624 1.679 3.722 16.593
18 11124500 0.314 1.993 4.310 10.473
18 11141280 0.464 1.781 2.933 12.751
18 11143000 2.064 3.202 2.783 10.537
18 11148900 0.979 1.658 3.013 12.954
18 11151300 0.064 1.241 3.542 13.663
18 11162500 0.923 2.413 3.313 12.220
18 11176400 0.286 1.465 2.990 13.953
18 11180500 0.306 1.389 2.935 15.126
18 11180960 0.510 1.731 2.920 15.182
18 11224500 0.070 1.359 3.452 13.202
18 11230500 1.766 3.213 3.342 1.230
18 11237500 1.897 3.279 3.097 6.807
18 11253310 0.068 1.056 3.355 14.109
18 11264500 1.959 3.116 3.312 2.776
18 11266500 1.969 3.181 3.287 3.823
18 11274500 0.139 1.009 3.062 15.192
18 11274630 0.112 1.190 3.031 14.505
18 11284400 0.569 2.620 4.213 13.818
18 11299600 0.607 2.237 4.288 15.454
18 11381500 2.241 3.740 3.954 9.658
18 11383500 1.523 3.588 4.036 10.169
18 11451100 1.828 2.604 2.846 10.869
18 11468500 1.854 3.551 2.731 11.665
18 11473900 1.918 4.302 3.821 9.065
18 11475560 3.648 4.973 2.653 9.507
18 11476600 3.833 4.897 2.441 9.784
18 11478500 3.508 4.119 2.535 7.941
18 11480390 2.335 4.859 3.820 8.632
18 11481200 3.138 4.556 2.961 10.817
18 11482500 3.280 4.627 2.422 9.670
18 11522500 2.263 2.820 2.786 7.501
18 11523200 2.631 3.213 2.788 6.350
18 11528700 1.671 3.701 3.821 8.999
18 11532500 5.609 6.881 2.460 8.075
